,text_id,element_position,critic_ids_talking,critics_talking,total_tokens,sentiment_score,tokens_without_sentiment,positive_tokens,positive_sentiment,negative_tokens,negative_sentiment,sentiment_distance,element_text,pos_tokens_dict,neg_tokens_dict
27,527,1,83,Hardy Ruoss,23,0.17962,18,4,0.225725,1,-0.0048,0.230525,"Das war ein Moment, wo ich gemerkt habe, warum mir nach 20 Jahren noch immer an Literatur liegt, lobte Hardy Ruoss. ""Es war gleichzeitig Bewusstsein, Gefühl und zusätzlich ein Fixstern, der durchleuchtet wird. Das ist Literatur, das ist Lyrik, das ist absolut ein Musterbeispiel, was Literatur können muss und kann - ich bin sehr beeindruckt"", meinte er. Es sei auch ein Text über den produktiven Wahnsinn unseres Alltags.","{'loben': 1, 'absolut': 1, 'beeindrucken': 1, 'produktiv': 1}",{'Wahnsinn': 1}
28,527,2,90,Elisabeth Bronfen,31,0.0559,25,4,0.096475,2,-0.025249999999999998,0.121725,"Elisabeth Bronfen hat den Text vorgeschlagen , weil sie vom erstem Moment hingerissen war. Sie entdeckte eine neue Sprache, unglaublich gut gelöst fand sie auch die Verschränkung der beiden Figuren, die Annäherung auf der Folie der Absurdität einer Fernsehshow. ""Schön durchgeführt sind einerseits diese skurrilen Figuren, andererseits die tiefe Traurigkeit , die Verletzbarkeit"", fand Bronfen, und meinte auch, der Text sei nie selbstgefällig und manieriert.","{'unglaublich': 1, 'lösen': 1, 'Annäherung': 1, 'Schön': 1}","{'Absurdität': 1, 'Traurigkeit': 1}"
29,527,3,91,Denis Scheck,34,-0.00039999999999999975,32,1,0.004,1,-0.0048,0.008799999999999999,"Denis Scheck sagte, er habe den intellektueller Raum, den dieser Text eröffnet hat, sehr gerne betreten. ""Beim zweiten und dritten Boden habe ich aber beim Lesen ein etwas seltsames Gefühl - das ist ein Text, der weder deutsch noch englisch ist - er schwebt irgendwo über dem Atlantik"". Da wären Kleinigkeiten drin, die das wie eine nicht geglückte Übersetzung wirken lassen, so Scheck. ""Der Trommelwirbel von anämischen Frauen liest sich, wie ein in Amerika oder Kanada angesiedelter Text"", meinte er abschließend.",{'abschließen': 1},{'seltsam': 1}
30,527,4,88,Robert Schindel,10,0,10,0,0,0,0,0,"Schindel sah das Machwerk als einen ""Text über Totalität und Fragmentierung, eine Zukunft, auf die wir hinpaddeln, und der Text schreibt gegen die Fragmentierung an"".",{},{}
31,527,5,92,Burkhard Spinnen,28,-0.02741666666666667,22,4,0.089225,2,-0.2607,0.349925,"""Ein sehr beeindruckender Text"", urteile Burkhard Spinnen. Er stelle sich ein großes Ziel vor, wie im Zeitalter der Allgemeinverblödung Existenz und Schicksal aussehen würden, schön verbunden, so wie ""im banalen Medienalltag zwei Schicksale zusammentreffen"". Im Gegensatz zum zeitgenössischen Ambiente handle es sich um sehr konventionelle Figuren. Wenn es Einschränkungen gibt, dann dort, wo den Figuren der Literaturfundus unterlegt ist"".","{'beeindruckend': 1, 'Ziel': 1, 'schön': 1, 'verbinden': 1}","{'banal': 1, 'Einschränkung': 1}"
32,527,6,79|91,Iris Radisch|Denis Scheck,40,0.1396333333333334,34,2,0.5321,4,-0.0566,0.5887,"Iris Radisch fand, der Text sei eine ungeheuer beeindruckende, zehn Minuten dauernde Liebesgeschichte, die wunderbar gebaut sei. ""Ich bin allerdings dagegen, in der Manier der alten Herren einzelne Worte heraus zu klauben - das ist ein hoch poetischer Text, der nicht zerpflückt werden muss"". Zur Diskussion, ob der Text in Deutschland oder anderswo spiele, meinte sie, ""das ist mir Wurst"". Den wohl seltsamsten und absurdesten Einwand, den sie hier bisher in Klagenfurt gehört habe, beschied sie Denis Scheck. Denn ""wer will, dass alle Bilder die Realität abbilden, der hat nicht begriffen was Poesie ist"".","{'beeindruckend': 1, 'wunderbar': 1}","{'ungeheuer': 1, 'alt': 1, 'seltsam': 1, 'absurd': 1}"
33,527,7,87,Ulrike Längle,31,-0.10607142857142858,24,2,0.004,5,-0.1501,0.15410000000000001,"Ulrike Längle zeigte sich fasziniert, für sie blieben die Figuren aber lange flach. Sie sah in der Verknüpfung der beiden Figuren mit der Unterfütterung durch literarische Quervreweise ein Problem. ""Dass Anne Sexten und T. S. Elliot herhalten müssen, um den Figuren einen Wert zu geben, das hat mich mit der Zeit gestört"", sagte Längle. Wo sie nicht einsteigen habe können, wäre die ""Gefühlswelt, die wie ein dunkler Kitsch wirkt"", da wäre vieles auf Plattitüden reduziert, sie könne da nicht respektvoll niederknien.","{'Wert': 1, 'respektvoll': 1}","{'flachen': 1, 'Problem': 1, 'stören': 1, 'dunkel': 1, 'reduzieren': 1}"
34,528,0,,,21,-0.40880000000000005,17,0,0,4,-0.40880000000000005,0.40880000000000005,"""Wellness"", der Text, den der Deutsche Georg M. Oswald eingereicht hatte, erzählt von einer smarten jungen Frau, die plötzlich ihre Arbeit als Managementassistentin verliert. Probleme mit dem Exmann und der Gedanke, arbeitslos zu sein, zerstören ihr Weltbild und ihr Selbstwertgefühl.",{},"{'verlieren': 1, 'Problem': 1, 'arbeitslos': 1, 'zerstören': 1}"
35,528,1,79,Iris Radisch,33,0.012849999999999986,31,1,0.2287,1,-0.203,0.4317,"Iris Radisch vermisste jede Gestaltung, sah Menschen, die hinter das Gitter von Markennamen gesperrt seien, einen Alltagsbegleittext, in einer Langsamkeit erzählt, die fast unliterarisch sei. Das ist eine Puppe des Sozialmarketing so Radisch, eine Figur, die an den Marken scheitert, das gehört zur Markenwelt. Der Text wolle uns zeigen, dass es Menschen gibt, die das moderne Marketing bis in ihre Seele fortführen, für eine Interpretation als politischer Text sei es das aber zu wenig kritisch.",{'modern': 1},{'kritisch': 1}
36,528,2,90,Elisabeth Bronfen,13,0.004,12,1,0.004,0,0,0.004,"Für Elisabeth Bronfen wurde die Figur nicht plastisch, sie lasse einen kühl, sie wäre sehr klischiert, sie sei weder ironisch zu sehen, noch würde man Sympathien für die Figur entwickeln.",{'Sympathie': 1},{}
37,528,3,91,Denis Scheck,7,0.2287,6,1,0.2287,0,0,0.2287,"Denis Scheck las es als moderne Legende, als einen exemplarischer Lebenslauf .",{'modern': 1},{}
38,528,4,88,Robert Schindel,27,0.075625,23,2,0.1885,2,-0.03725,0.22575,"Robert Schindel hielt es für einen sehr systemkritischen Text, der aber nicht mit den klassenkämpferischen Parolen der 60er Jahre daherkomme, aber permanent aufdröselt, wie Leute an ihrer eigenen Wellness zugrunde gehen. Der Text zeige, wie uns Zeitgenossen nicht zu helfen uns sei. Wie es in Zeiten des Turbokapitalismus eine Gesundheit zum Tode gebe, das werde hervorragend in lakonischer fast klinischer Art geschildert wird.","{'helfen': 1, 'Gesundheit': 1}","{'Tod': 1, 'lakonisch': 1}"
39,528,5,83,Hardy Ruoss,18,-0.43293333333333334,15,0,0,3,-0.43293333333333334,0.43293333333333334,"Hardy Ruoss sah die Absicht des Textes, er vermisste aber schmerzlich die Ambivalenz der Figuren. Der Literarisierungsgrad sei ihm zu schwach, er als Leser würde diese Geschichte aber gerne in einer Illustrierten lesen, solche Stories finden sich in der Zeitung .",{},"{'schmerzlich': 1, 'Ambivalenz': 1, 'schwach': 1}"
40,528,6,92,Burkhard Spinnen,24,-0.2663333333333333,21,1,0.0081,2,-0.40354999999999996,0.41164999999999996,"Für Burkhard Spinnen war der Text ein zeitgenössisches Gesellschaftsbild. Man begegne Figuren, die einverstanden sind mit ihrer Umwelt, die sie zu Opfer mache. Als Abstrich fügte er hinzu, dass er den Text für einen radikal verdichteten längeren Text halte, sehr schön seinen die längeren Passagen, wo versucht werde, Psychologisches unpsychologisch darzustellen .",{'schön': 1},"{'Abstrich': 1, 'radikal': 1}"
41,528,7,87,Ulrike Längle,32,0.115,31,1,0.115,0,0,0.115,"Ulrike Längle las eine Studie der Brüchigkeit von Lifesyle, eine Legende der glücklichen Beziehung. Es sei zu hoch gegriffen, wenn immer gleich die Rede von der Systemkritik sei. Da sei eine Figur, die gewissermaßen einem Erfolgszwang folgte, aber dass gleich das ganze kapitalistische System in Frage gestellt werde, das wäre zu groß, das passiere wohl eher mikroskopisch. Der Autor vertraue darauf, dass 1:1- Abbildungen literarisch wirken würden, aber wo bleibt der literarische Mehrwert, fragte sie. ",{'glücklich': 1},{}
42,529,0,,,21,0,21,0,0,0,0,0,"Die in Uruquay lebende Deutsche Marina Kieninger stellte in ihrem Text ""Die Leidensblume von Natterheim"" die Metzgerstochter Emma vor, die sich seit sechs Jahrzehnten nur von Hostien ernährt, ab und zu Visionen hat und an der sich täglich, mit Ausnahme von Freitagen, die Wundmale Christi zeigen.",{},{}
43,529,1,,,8,-0.0461,7,0,0,1,-0.0461,0.0461,Mit dem russischen Schauspieler Tschitschitsch erwächst Emma aber im Laufe der Zeit eine stigmatisierte Konkurrenz.,{},{'Konkurrenz': 1}
44,529,2,83|88|91,Hardy Ruoss|Robert Schindel|Denis Scheck,32,-0.2065,27,1,0.4606,4,-0.373275,0.833875,"Denis Scheck sprach von einem Wunder und meinte, der Text sei großartig gelungen, ein großes Spiel mit Religion und Wissenschaft, das Lust auf Literatur mache. Wir lesen Literatur, weil uns mit uns selber langweilig ist, hier dürfe man nichts wegnehmen und nichts hinzufügen und wenn man seine Hausaufgaben gemacht habe, könne man das rausholen, was da drin steckt, rügte er jene Juroren, die anderer Meinung waren. Er fürchtete gar, dass er zum falschen Kaffeeklatsch erschiene wäre, als Schindel und Ruoss widersprachen .",{'großartig': 1},"{'langweilig': 1, 'fürchten': 1, 'falsch': 1, 'widersprechen': 1}"
45,529,3,90,Elisabeth Bronfen,26,0.19678,21,5,0.19678,0,0,0.19678,"Elisabeth Bronfen gefiel gut, wie aus der einen Figur die andere wurde, sie war unheimlich angetan vom Humor der beiden, wie sich das Spiel zwischen Wissenschaft und Glauben verknüpft, das habe etwas Witziges, so Bronfen. Der Text setze sich mit der Frage der Metaphysik auseinander und sei deshalb so zeitgenössisch, denn das sei ja eine unserer Hauptfragen: Sind wir wirklich da oder nur im Computer simuliert? Hier werde alles so spielerisch gestaltet und immer wieder neu zusammengesetzt.","{'Humor': 1, 'Glaube': 1, 'Witziges': 1, 'spielerisch': 1, 'neu': 1}",{}
46,529,4,79,Iris Radisch,34,-0.0387875,26,6,0.07263333333333334,2,-0.37305,0.4456833333333333,"Iris Radisch gefiel die Freiheit, wie hier Perspektiven gemischt wurden, wie aber jede gleichzeitig ernst genommen wird und dann wieder nicht, das habe etwas Dadaistisches, das sei religiöses Nonsenstheater, sei aber gleichzeitig auch wieder praktizierter Katholizismus. Sehr exakt, gleichzeitig frei und spielerisch gemacht. Auf die Kritik der anderen, erklärte sie dass Literatur kein Wärmeofen sei, sie freue sich über einen Text, der zeige, wie komisch und hintergründig Menschen sind - ein literarische Kasperletheater mit überraschenden, oft irrwitzige Bilder.","{'Freiheit': 1, 'exakt': 1, 'frei': 1, 'spielerisch': 1, 'freuen': 1, 'überraschend': 1}","{'gefallen': 1, 'Kritik': 1}"
47,529,5,83,Hardy Ruoss,18,-0.004,16,1,0.004,1,-0.012,0.016,"Hardy Ruoss spürte keinen Herzschlag, die Sprache sei eine Art Kernspintomograph, aber sie lasse einen kalt. Er vermisse die Innengottursache, die Suche in der Literatur. Ihm wäre es lieber, wenn man ihm die Welt nicht so genau erkläre, dass ihm nichts mehr zu denken überbleibe.",{'genau': 1},{'kalt': 1}
48,529,6,88,Robert Schindel,44,-0.0019888888888888855,35,6,0.0894,3,-0.18476666666666666,0.27416666666666667,"Robert Schindel ging es ähnlich. Es wäre ein hoch manieristischer Text, der über die Spiel- und Versuchsanordnungen funktioniere, er sah aber auch eine sich steigernde Witzigkeit, die zu einem Nullsummenspiel führe, das habe mit Wundern und Offenbarungen nichts zu tun. Wie sich das Bayrische mit dem Russischen hier vermischen, das fände er überraschend und witzig, aber insgesamt würde der Text an Gestaltungsschwäche leiden.
Dorfgeschichte und Heimatliteratur
Ulrike Länge ordnete sich in der Partei der Skeptiker ein, der Perspektivenwechsel werde nicht durchgehalten, nicht schlecht gemacht, aber eigentlich etwas oberflächlich. Für sie gehöre der Text zum Genre der Dorfgeschichten und Heimatliteratur, dass man sich aber über die skurrilen Typen auf dem Dorf lustig mache, gefalle ihr nicht. ","{'funktioniere': 1, 'steigernd': 1, 'führen': 1, 'Wunder': 1, 'witzig': 1, 'durchhalten': 1}","{'leiden': 1, 'oberflächlich': 1, 'gefallen': 1}"
49,530,0,,,18,0,18,0,0,0,0,0,"Der Deutsche Andreas Maier gab mit seinem Text ""Diagnosestunde"" Einblick in seinen Roman über Leben und Lebensphilosophie des gelehrsamen Kauzes Jacobi. Er seziert während seiner Herzuntersuchung durch Rückblenden auf seine Vergangenheit und die Geschichte die Trivialität.",{},{}
50,530,1,83,Hardy Ruoss,29,0.11286666666666667,23,5,0.17172,1,-0.1814,0.35312,"Hardy Ruoss fand: ""das macht Spaß"", weil uns der Text überliste, das sei gut gelungen, hochstehend von der Sprache her, eine moderne Schweijkiade. Der herzhafte Mann mit Herzinsuffizienz hat ihn durch die direkte Rede nicht ganz überzeugt, da kippe es während des Erzählens doch zu häufig raus aus dem Indirekten, aber er sei sicher, der Autor, sollte er keinen Verlag, dann zumindest doch ein Krankenkassenamt für die Veröffentlichung gewinnen können.","{'Spaß': 1, 'modern': 1, 'überzeugen': 1, 'sichern': 1, 'gewinnen': 1}",{'kippe': 1}
51,530,2,79,Iris Radisch,36,0.3637,34,2,0.3637,0,0,0.3637,"Iris Radisch fragte, woher kennen wir diese Kohlhaasen, diese Rächen des kleinen Mannes am Katholizismus und am Nationalsozialismus? Der Text habe ein wunderbares Vorbild , das ist Thomas Manns bekanntes Figurenkabinett. Es sei nur in Teilen ein moralischer Text, der auch über das Vorbild Thomas Bernhard stellenweise hinausgehe. Ich habe mich amüsiert, das sei auch gelungen, weil Oldies und Evergreens gemischt werden, weil es ein bisschen mehr als Nemesis ist, meinte sie, aber junge Menschen müssen selber schreiben nicht Vorbildern nachschreiben.","{'wunderbar': 1, 'moralisch': 1}",{}
52,530,3,92,Burkhard Spinnen,37,-0.24686666666666668,34,0,0,3,-0.24686666666666668,0.24686666666666668,"Burkhard Spinnen habe auch mit Mann und Bernhard im Hinterkopf den Text so gelesen , er habe das Gefühl gehabt, da jongliert jemand mit brennenden Keulen, man befürchtet mit angehaltenem Atem: da, jetzt fällt was. Es ist sehr, sehr schwierig, diese Figuren zu machen, die man immer an den Straßenecken hört und wo man sich denkt ""recht hat ja, aber eine Stunde im Lift mit dem , oh Gott..."" aber das sei gelungen. Durch den Konjunktiv bekomme der Text Luft, es gelinge dem Autor damit wunderba, eine Bühne für diese unmögliche Figur und ihre Suada zu bauen.",{},"{'befürchten': 1, 'schwierig': 1, 'unmöglich': 1}"
