,author_id,first_name,middle_name,last_name,birth_date,birth_place,gender,has_wikipedia,website,literaturinstitut,has_phd
106,106,Gisela,,Zies,1939-06-13,,female,True,,,
107,107,Pierre,,Imhasly,1939-11-14,,male,True,,,
108,108,Andreas,,Nohl,1954-08-26,,male,True,,,
109,109,Eva,,Demski,,,female,True,,,
110,110,Christoph,,Burgauner,1944-05-12,,male,False,,,
111,111,Margrit,,Schriber,1939-06-04,,female,True,,,
112,112,Dominik,,Brun,1948-08-21,,male,True,,,
113,113,Urs,,Jaeggi,1931-06-23,,male,True,,,
114,114,Günter,,Hein,,,male,False,,,
115,115,Franz,,Mechsner,1953-10-22,,male,True,,,
116,116,Elfriede,,Czurda,1946-04-25,,female,True,,,
117,117,Ilma,,Rakusa,1946-01-02,,female,True,,,
118,118,Ulrich,,Schacht,1951-03-09,,male,True,,,
119,119,Rolf,,Niederhauser,1951-10-25,,male,True,,,
120,120,Michael,,Rößner,,,male,False,,,
121,121,Zbigniew,,Krempf,,,male,False,,,
122,122,Pascal,,Morché,,,male,False,,,
123,123,Guntram,,Vesper,1941-05-28,,male,True,,,
124,124,Emil,,Zopfi,1943-01-04,,male,True,,,
125,125,Matthias,,Zschokke,1954-10-29,,male,True,,,
126,126,Michael,,Zeller,1944-10-29,,male,True,,,
127,127,Irina,,Zaharescu,,,female,False,,,
128,128,Uwe,,Wolff,,,male,False,,,
129,129,Johanna,,Walser,1957-04-03,,female,True,,,
130,130,Walter,,Vogl,1958-12-26,,male,True,,,
131,131,Lothar,,Schöne,1949-07-16,,male,True,,,
132,132,Erasmus,,Schöfer,1931-06-04,,male,True,,,
133,133,Einar,,Schleef,1944-01-17,,male,True,,,
134,134,Gerald,,Szyszkowitz,1938-07-22,,male,True,,,
135,135,Udo,,Rabsch,1944-07-01,,male,True,,,
136,136,Jochen,,Link,1943-05-09,,male,True,,,
137,137,Friedrich,Wilhelm,Korff,1939-12-29,,male,True,,,
138,138,Walter,,Klier,1955-07-05,,male,True,,,
139,139,Roswitha,,Hamadani,1944-08-07,,female,True,,,
140,140,Brigitte,,Gutenbrunner,,,female,False,,,
141,141,Alfred,,Gulden,1944-01-25,,male,True,,,
142,142,Robert,,Gratzer,1948-07-09,,male,True,,,
143,143,Wolfgang,Georg,Fischer,1933-10-24,,male,True,,,
144,144,Ulla,,Berkéwicz,1948-11-05,,female,True,,,
145,145,Birgitta,,Arens,1948-11-16,,female,True,,,
146,146,Jürg,,Amann,1947-07-02,,male,True,,,
147,147,Eva,Maria,Alves,,,female,False,,,
148,148,Andrea,,Wolfmayr,1953-07-16,,female,True,,,
149,149,Michael,,Schneider,1943-04-04,,male,True,,,
150,150,Friederike,,Roth,1948-04-06,,female,True,,,
151,151,Uwe,,Herms,1937-09-09,,male,True,,,
152,152,Karin,,Reschke,1940-09-17,,female,True,,,
153,153,Bettina,,Blumenberg,1947-12-17,,female,True,,,
154,154,Gudrun,,Brug,1949-06-10,,female,True,,,
155,155,Jochen,,Missfeldt,1941-01-26,,male,True,,,
156,156,Bodo,,Morshäuser,1953-02-28,,male,True,,,
157,157,Alban,Nikolai,Herbst,1955-02-07,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
158,158,Zsuzsanna,,Gahse,1946-06-27,,female,True,,,
159,159,Rainald,,Goetz,1954-05-24,,male,True,,,
160,160,Wolfgang,,Held,1933-08-15,,male,True,,,
161,161,Gerhard,,Köpf,1948-09-19,,male,True,,,
162,162,Roland,,Lang,1942-04-02,,male,True,,,
163,163,Romie,,Lie,1954-06-07,,female,True,,,
164,164,Lisa,,Witasek,1956-03-08,,female,True,,,
165,165,Birgit,,Pausch,1942-02-07,,female,True,,,
166,166,Hansjörg,,Schertenleib,1957-11-04,,male,True,,,
167,167,Martin,,Mosebach,1951-07-31,,male,True,,,
168,168,Wolfgang,,Linder,1961-08-07,,male,True,,,
169,169,Libuše,,Moníková,1945-08-30,,female,True,,,
170,170,Martin,R.,Dean,1955-07-17,,male,True,,,
171,171,Frank,,Werner,1944-05-07,,male,True,,,
172,172,Erich,,Loest,1926-02-24,,male,True,,,
173,173,Gabrielle,,Weigand,,,female,False,,,
174,174,Peter,,Weibel,,,male,False,,,
175,175,Keto,von,Waberer,1942-02-24,,female,True,,,
176,176,Ralf,,Thenior,1945-06-04,,male,True,,,
177,177,Thomas,,Strittmatter,1961-12-18,,male,True,,,
178,178,Harald,,Strätz,1951-07-17,,male,True,,,
179,179,Beat,,Sterchi,1949-12-12,,male,True,,,
180,180,Kristin,T.,Schnider,1960-07-01,,female,True,,,
181,181,Eva,,Schmidt,1952-05-17,,female,True,,,
182,182,Evelyn,,Schlag,1952-12-22,,female,True,,,
183,183,Ernst,Alexander,Rauter,1929-04-27,,male,True,,,
184,184,Helen,,Meier,1929-04-17,,female,True,,,
185,185,Norbert,,Loacker,1939-07-22,,male,True,,,
186,186,Hans-Jürgen,,Kühn,,,male,False,,,
187,187,Jörg,,Krichbaum,1945-11-02,,male,True,,,
188,188,Marcel,,Konrad,1954-05-06,,male,True,,,
189,189,Michael,,Köhlmeier,1949-10-15,,male,True,,,
190,190,Wolfgang,,Hegewald,1952-03-26,,male,True,,,
191,191,Josef,,Haslinger,1955-07-05,,male,True,,,
192,192,Jörg,,Fauser,1944-07-16,,male,True,,,
193,193,Wolf-Dieter,,Eigner,1952-10-17,,male,True,,,
194,194,Gerd-Peter,,Eigner,1942-04-21,,male,True,,,
195,195,Jochen,,Beyse,1949-10-15,,male,True,,,
196,196,Ginka,,Steinwachs,1942-10-31,,female,True,,,
197,197,Angelika,,Stark,,,female,False,,,
198,198,Heinz,,Stalder,1939-07-01,,male,True,,,
199,199,Joachim,,Scholz,1924-10-21,,male,True,,,
200,200,Hartmut,,Riederer,1942-07-11,,male,True,,,
201,201,Elena,,Richterich,,,female,False,,,
202,202,Oskar,von,Reuth,,,male,False,,,
203,203,Linda,,Pfeiffer,1948-05-25,,female,True,,,
204,204,Waltraud,Anna,Mitgutsch,1948-10-02,,female,True,,,
205,205,Hans,,Meyer-Hörstgen,1948-07-01,,male,True,,,
206,206,Birgit,,Kempker,1956-05-28,,female,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
207,207,Margrit,,Irgang,1948-01-08,,female,True,,,
208,208,Gert,,Heidenreich,1944-03-30,,male,True,,,
209,209,Elfi,,Hartenstein,1946-08-18,,female,True,,,
210,210,Peter,,Grosz,1947-09-18,,male,True,,,
211,211,Günther,,Freitag,1952-02-29,,male,True,,,
212,212,Dante,Andrea,Franzetti,1959-12-21,,male,True,,,
213,213,Lilian,,Faschinger,1950-04-29,,female,True,,,
214,214,Josef,,Einwanger,1935-02-08,,male,True,,,
215,215,Fritz,H.,Dinkelmann,1950-02-14,,male,True,,,
216,216,Assen,,Asenov,,,male,False,,,
217,217,Nora,,Schmitt,1924-10-11,,female,True,,,
218,218,Andreas,,Reiter,,,male,False,,,
219,219,Arnulf,,Ploder,1955-07-01,,male,True,,,
220,220,Anita,,Pichler,1948-01-28,,female,True,,,
221,221,Jost,,Nickel,1958-03-11,,male,True,,,
222,222,Henrike,,Leonhardt,1943-12-07,,female,True,,,
223,223,Katja,,Lange-Müller,1951-02-13,,female,True,,,
224,224,Friederike,,Kretzen,1956-07-20,,female,True,,,
225,225,Bettina,,Klix,1961-03-27,,female,True,,,
226,226,Wolfgang,,Hermann,1961-09-27,,male,True,,,
227,227,Lukas,,Hammerstein,1958-05-04,,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
228,228,Daniel,,Grolle,1963-01-15,,male,True,,,
229,229,Evelyn,,Grill,1942-01-15,,female,True,,,
230,230,Armin,,Gatterer,1959-05-09,,male,True,,,
231,231,Gerhard,,Falkner,1951-03-15,,male,True,,,
232,232,Daniela,,Castner,1948-05-16,,female,True,,,
233,233,Christiane,,Binder-Gasper,1935-04-12,,female,True,,,
234,234,Thorsten,,Becker,1958-09-04,,male,True,,,
235,235,Joseph,von,Westphalen,1945-06-26,,male,True,,,
236,236,Martin,,Stephan,1945-08-10,,male,True,,,
237,237,Manfred,,Seiler,1952-07-01,,male,True,,,
238,238,Maria,,Seidemann,1944-10-16,,female,True,,,
239,239,Uwe,,Saeger,1948-01-03,,male,True,,,
240,240,Linde,,Rotta,1937-07-02,,female,True,,,
241,241,Manfred,,Maurer,1958-11-08,,male,True,,,
242,242,Irina,,Liebmann,1943-07-23,,female,True,,,
243,243,Anna,,Langhoff,1965-05-30,,female,True,,,
244,244,Barbara,,Honigmann,1949-02-12,,female,True,,,
245,245,Paulus,,Hochgatterer,1961-07-16,,male,True,,,
246,246,Jutta,,Heinrich,1940-04-04,,female,True,,,
247,247,Friedrich,,Hahn,1952-05-03,,male,True,,,
248,248,Claudia,,Guderian,1952-03-04,,female,True,,,
249,249,Werner,,Fritsch,1960-05-04,,male,True,,,
250,250,Claudia,,Erdheim,1945-10-06,,female,True,,,
251,251,Urs,,Allemann,1948-04-01,,male,True,,,
252,252,Ursula,,Adam-Kabas,1950-06-27,,female,True,,,
253,253,Michael,,Wildenhain,1958-09-20,,male,True,,,
254,254,Hans-Eckardt,,Wenzel,1955-07-31,,male,True,,,
255,255,Brigitte,,Struzyk,1946-04-02,,female,True,,,
256,256,Flavio,,Steimann,1945-12-13,,male,True,,,
257,257,Elisabeth,,Reichart,1953-11-19,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
258,258,Angela,,Praesent,1945-03-29,,female,True,,,
259,259,Andreas,,Neumeister,1959-09-16,,male,True,,,
260,260,Klaus,,Modick,1951-05-03,,male,True,,,
261,261,Jochen,,Langer,1953-11-14,,male,True,,,
262,262,Angela,,Krauß,1950-05-02,,female,True,,,
263,263,Christoph,,Keller,1963-12-22,,male,True,,,
264,264,Alios,,Haider,,,male,False,,,
265,265,Peter,,Haffner,1953-01-29,,male,True,,,
266,266,Anselm,,Glück,1950-01-28,,male,True,,,
267,267,Bernhard,,Gierds,,,male,False,,,
268,268,Hartmut,,Geerken,1939-01-15,,male,True,,,
269,269,Günter,,Franzen,1947-01-17,,male,True,,,
270,270,Wolfgang,de,Bruyn,1951-07-01,,male,True,,,
271,271,Rudolf,,Brun,,,male,False,,,
272,272,Sylvia,,Brandis,1959-07-01,,female,True,,,
273,273,Natascha,,Wodin,1945-12-08,,female,True,,,
274,274,Bruno,,Steiger,1946-06-03,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
275,275,Split,,,,,male,False,,,
276,276,Alois,,Schöpf,1950-10-05,,male,True,,,
277,277,Bernd,,Schirmer,1940-02-23,,male,True,,,
278,278,Gernot,,Ragger,1959-10-26,,male,True,,,
279,279,Sabine,,Peters,1961-01-17,,female,True,,,
280,280,Franz,,Meisl,,,male,False,,,
281,281,Peter,,Kurzeck,1943-06-10,,male,True,,,
282,282,Angelika,,Klüssendorf,1958-10-26,,female,True,,,
283,283,Gabi,,Kachold,,,female,False,,,
284,284,Wolfgang,,Hilbig,1941-08-31,,male,True,,,
285,285,Thomas,,Hettche,1964-11-30,,male,True,,,
286,286,Kerstin,,Hensel,1961-05-29,,female,True,,,
287,287,Eberhard,,Häfner,1941-10-24,,male,True,,,
288,288,Norbert,,Gstrein,1961-06-03,,male,True,,,
289,289,Martin,,Ahrends,1951-03-20,,male,True,,,
290,290,Birgit,,Vanderbeke,1956-08-08,,female,True,,,
291,291,Stefan,,Tomas,1943-02-12,,male,True,,,
292,292,Alain,Claude,Sulzer,1953-02-17,,male,True,,,
293,293,W.,G.,Sebald,1944-05-18,,male,True,,,
294,294,Margit,,Schreiner,1953-12-22,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
295,295,Susanne,,Röckel,1953-06-14,,female,True,,,
296,296,Berndt,,Rieger,1962-09-09,,male,True,,,
297,297,Christa,,Moog,1952-01-30,,female,True,,,
298,298,Andreas,,Montag,1956-03-04,,male,True,,,
299,299,Erich,,Möchel,1957-08-28,,male,True,,,
300,300,Cornelia,,Manikowsky,1961-12-03,,female,True,,,
301,301,Fritz-Jochen,,Kopka,1944-04-14,,male,True,,,
302,302,Reinhard,,Jirgl,1953-01-16,,male,True,,,
303,303,Franz,,Hodjak,1944-09-27,,male,True,,,
304,304,Ingeborg,,Harms,1956-09-15,,female,True,,,
305,305,Eleonore,,Frey,1939-10-18,,female,True,,,
306,306,Hubert,Konrad,Frank,1939-09-12,,male,True,,,
307,307,Ludwig,Roman,Fleischer,1952-09-17,,male,True,,,
308,308,Georg,,Bydlinski,1956-05-30,,male,True,,,
309,309,Christoph,,Buggert,1937-06-17,,male,True,,,
310,310,Pieke,,Biermann,1950-03-22,,female,True,,,
311,311,Peter,,Wawerzinek,1954-09-28,,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2302/index.html,,
312,312,Ludger,,Schwarte,1967-12-29,,male,True,,,
313,313,SAID,,,1947-05-27,,male,True,,,
314,314,Theres,,Roth-Hunkeler,1953-10-11,,female,True,,,
315,315,Matthias,,Politycki,1955-05-20,,male,True,,,
316,316,Emine,Sevgi,Özdamar,1946-08-10,,female,True,,,
317,317,Wolfgang,,Mörth,1958-08-29,,male,True,,,
318,318,Francesco,,Micieli,1956-02-21,,male,True,,,
319,319,Fritz,Hendrick,Melle,1960-10-07,,male,True,,,
320,320,Ulrike,,Längle,1953-02-04,,male,True,,,
321,321,Sabine,,Küchler,1965-05-15,,female,True,,,
322,322,Judith,,Kuckart,1959-06-17,,female,True,,,
323,323,Roland,,Koch,1959-11-02,,male,True,,,
324,324,Durs,,Grünbein,1962-10-09,,male,True,,,
325,325,Walter,,Gnelli,,,male,False,,,
326,326,Hella,,Eckert,1948-01-17,,female,True,,,
327,327,Michael,,Eberth,1943-02-02,,male,True,,,
328,328,Marcel,,Beyer,1965-11-23,,male,True,,,
329,329,Gabrielle,,Alioth,1955-04-21,,female,True,,,
330,330,Kurt,,Aebli,1955-10-20,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
331,331,Alissa,,Walser,1961-01-24,,female,True,,,
332,332,Burkhard,,Spinnen,1956-12-28,,male,True,,,
333,333,Sabine,,Scholl,1959-03-28,,female,True,,,
334,334,Ulrich,,Peltzer,1956-12-09,,male,True,,,
335,335,Roger,,Lille,1956-08-17,,male,True,,,
336,336,Fritz,,Krenn,1958-01-28,,male,True,,,
337,337,Jan,,Koneffke,1960-11-19,,male,True,,,
338,338,Christoph,,Janacs,1955-10-04,,male,True,,,
339,339,Alois,,Hotschnig,1959-10-03,,male,True,,,
340,340,Ulrich,,Holbein,1953-01-24,,male,True,,,
341,341,Christa,,Hein,1955-08-25,,female,True,,,
342,342,Lioba,,Happel,1957-02-07,,female,True,,,
343,343,Manfred,,Flügge,1946-03-03,,male,True,,,
344,344,Bianca,,Döring,1957-07-01,,female,True,,,
345,345,Nobert,,Bleisch,,,male,False,,,
346,346,Friedrich,,Ani,1959-01-07,,male,True,,,
347,347,Christina,,Viragh,1953-01-23,,female,True,,,
348,348,Hans-Ulrich,,Treichel,1952-08-12,,male,True,,,
349,349,Wilfried,,Steiner,1960-12-18,,male,True,,,
350,350,Benjamin,,Stein,1970-06-06,,male,True,,,
351,351,Dirk,von,Petersdorff,1966-03-16,,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110802/index.html,,
352,352,Thomas,,Lehr,1957-11-22,,male,True,,,
353,353,Ludwig,,Laher,1955-12-11,,male,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
354,354,Helmut,,Krausser,1964-07-11,,male,True,,,
355,355,Gabriele,,Kögl,1960-04-16,,female,True,,,
356,356,Michael,,Kleeberg,1959-08-24,,male,True,,,
357,357,Sandra,,Kellein,1958-07-01,,female,True,,,
358,358,Reinhard,,Kaiser,1950-03-07,,male,True,,,
359,359,Rudolf,,Habringer,1960-09-13,,male,True,,,
360,360,Christina,,Günther,1962-07-01,,female,True,,,
361,361,Sabine,,Gruber,1963-08-06,,female,True,,,
362,362,Susanne,,Geiger,1964-08-13,,female,True,,,
363,363,Kurt,,Drawert,1956-03-15,,male,True,,,
364,364,Jan,Peter,Bremer,1965-02-16,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
365,365,Dirk,,Brauns,1968-07-01,,male,True,,,
366,366,Matthias,,Altenburg,1958-07-01,,male,True,,,
367,367,Andrea,,Worek,,,female,False,,,
368,368,Bernd,,Wagner,1948-05-30,,male,True,,,
369,369,Andrea,,Simmen,1960-12-15,,female,True,,,
370,370,Ruth,,Schweikert,1965-07-15,,female,True,,,
371,371,Frank,,Schulz,1957-02-14,,male,True,,,
372,372,Raoul,,Schrott,1964-01-17,,male,True,,,
373,373,Kathrin,,Röggla,1971-06-14,,female,True,,,
374,374,Georg,,Ringsgwandl,1948-11-15,,male,True,,,
375,375,Katharina,,Riese,1946-05-04,,female,True,,,
376,376,Urs,,Richle,1965-06-24,,male,True,,,
377,377,Doron,,Rabinovici,1961-12-02,,male,True,,,
378,378,Heidi,von,Plato,1954-07-01,,female,True,,,
379,379,Sibylle,,Mulot,1950-05-03,,female,True,,,
380,380,Stefanie,,Menzinger,1965-03-24,,female,True,,,
381,381,Dagmar,,Leupold,1955-10-23,,female,True,,,
382,382,Karina,,Kranhold,,,female,False,,,
383,383,Bernd,,Cailloux,1945-07-09,,male,True,,,
384,384,Hans,Ulrich,Bänziger,1938-10-30,,male,True,,,
385,385,Monika,,Wogrolly,1967-08-11,,female,True,,,
386,386,Wolfgang,,Wenger,1962-11-18,,male,True,,,
387,387,Ilija,,Trojanow,1965-08-23,,male,True,,,
388,388,Marion,,Titze,1953-04-23,,female,True,,,
389,389,Ingo,,Schulze,1962-12-15,,male,True,,,
390,390,Georg,,Pichler,1959-07-30,,male,True,,,
391,391,Georg,Martin,Oswald,1963-08-05,,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
392,392,Petra,,Morsbach,1956-06-01,,female,True,,,
393,393,Perikles,,Monioudis,1966-09-08,,male,True,,,
394,394,Mariella,,Mehr,1947-12-27,,female,True,,,
395,395,Ulrike,,Kolb,1942-07-14,,female,True,,,
396,396,Radek,,Knapp,1964-08-03,,male,True,,,
397,397,Volker,,Kaminski,1958-07-14,,male,True,,,
398,398,Joachim,,Helfer,1964-08-26,,male,True,,,
399,399,Klaus,,Händl,1969-09-17,,male,True,,,
400,400,Franzobel,,,1967-03-01,,male,True,,,
401,401,Gundi,,Feyrer,1956-04-19,,female,True,,,
402,402,Enrico,,Danieli,1952-09-02,,male,True,,,
403,403,Hanspeter,,Bundi,1953-01-30,,male,True,,,
404,404,Hansjörg,,Zauner,1959-12-02,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
405,405,Sissi,,Tax,1954-09-19,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
406,406,Yoko,,Tawada,1960-03-23,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
407,407,Ingo,,Schramm,1962-10-25,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
408,408,Sonja,,Ruf,1967-04-10,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
409,409,Sonja,,Röder,1964-11-30,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
410,410,Richard,,Obermayr,1970-08-22,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
411,411,Alex,,Muggler,,,male,False,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
412,412,Lydia,,Mischkulnig,1963-08-02,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
413,413,Herbert,,Maurer,1965-05-12,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
414,414,Andreas,,Mand,1959-12-14,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
415,415,Johannes,,Jansen,1966-01-06,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
416,416,Felicitas,,Hoppe,1960-12-22,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
417,417,Peter,,Henning,1959-07-01,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
418,418,Heiko,Michael,Hartmann,1957-07-01,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
419,419,Arno,,Geiger,1968-07-22,,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11098/index.html,,
420,420,Adelheid,,Dahimène,1956-06-02,,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
421,421,Jürg,,Beeler,1957-06-09,,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
