,text_id,element_position,critic_ids_talking,critics_talking,total_tokens,sentiment_score,tokens_without_sentiment,positive_tokens,positive_sentiment,negative_tokens,negative_sentiment,sentiment_distance,element_text
10,525,2,79,Iris Radisch,29,-0.20070000000000005,25,2,0.7392000000000001,2,-0.9399,1.6791,"""Wieder jemand der fährt, und währenddessen an vergangene Seelenstürme denkt. Das Ganze kommt mir vor, als ob der Schweizer Biedermann den Brandstifter spielen will, in unglaublich schlichter Prosa ,wirklich laienhaft mit großem sprachlichem Ungenügen geschrieben"", urteilte Iris Radisch. Sie fand, der Text sei in einer sehr in der Schweizer Eigenheimwelt wurzelnden Sprache verfasst, die mit Filmzitaten auf die zusammenstürzende Welt reagiere."
11,525,3,92,Burkhard Spinnen,30,-0.849,25,1,0.004,4,-0.853,0.857,"Burkhard Spinnen war auch nicht in der Lage, den Text ""uneingeschränkt zu den besseren zu zählen"", doch werde da ein ungeheuer zeitgenössisches Thema aufgenommen, wies er die Kritiker hin. ""Es ist eine ungeheure Aufgabe der Literatur, zu zeigen, dass Menschen weiterleben. Hier wurde ein großes Unterfangen unternommen, hier wurde versucht Existentielles und Alltägliches zusammenzubringen, dem Schrecken Aids einen allegorischen Stellenwert zu geben"", so Spinnen."
12,525,4,88,Robert Schindel,40,-0.2556999999999999,32,3,0.3592,5,-0.6149,0.9741,"Robert Schindel gestand zu ,dass dies ein schwieriges Unterfangen sei. Er fand aber eine große Redundanz im Text: Bilder die nicht funktionieren, auch die Sprache sei schief, das ""Thema kommt deshalb nicht rüber"". Es wäre zu groß gegriffen und nicht gelungen. Er halte es für rohes Sprachmaterial, das zur Verfügung steht um ein großes Thema zu bearbeiten. ""Da muss noch genau überlegt werden wie das zu gestalten sei"", so Schindel. Er sehe auch mangelndes Vertrauen in den Leser, von dem der Autor glaube, er sei so blöd , dass man ihm alles noch einmal und noch einmal sagen muss. ""Damit fällt das Thema zu Boden"", schloss Schindel."
13,525,5,90,Elisabeth Bronfen,10,0.004,9,1,0.004,0,0,0.004,"Elisabeth Bronfen meinte, das Thema, und wie die Erzählung einen Bogen mache, das habe sie interessiert - aber sprachlich sei es nicht gelungen."
14,525,6,83,Hardy Ruoss,30,0.17729999999999993,26,2,0.6848,2,-0.5075000000000001,1.1923,"""Wir können häufig Realität und Fiktion nicht auseinanderhalten"", so Hardy Ruoss. ""Es geht hier um Literatur, um einen autobiografischen Roman. Es ist ein Stück Eisenbahnfahrt, und das Schöne an so einer Fahrt ist, dass man Muse hat zu schauen und zu denken - das ist hervorragend umgesetzt"". Ruoss verstehe den Text als kleinen Ausschnitt einer Figur die sich mit der Katastrophe abgefunden habe. Das sei nicht Biedermann, das ist der Brand der Biedermann ergriffen hat, so Ruoss."
15,525,7,87,Ulrike Längle,14,-0.3354,12,1,0.004,1,-0.3394,0.3434,"Ulrike Längle fand, dass der Text in der Sprache gescheitert sei. Die Schilderung einer existentiellen Grenzsituation werde in einer Sprache von solcher Hilflosigkeit geschildert, dass diese dem Thema nicht gerecht werde."
16,525,8,,,8,0.004,7,1,0.004,0,0,0.004,"Autor Kokontis gab den Juroren in seinem Schlusswort zu bedenken , dass es nichts so Banales wie die Wirklichkeit gäbe."
17,526,0,,,13,-0.0048,12,0,0,1,-0.0048,0.0048,"In die Kindheit und Jugend eines Ich- Erzählers entführte der in Wien lebende Deutsche Stephan Reimertz das Auditorium mit einem Auszug aus seinem Roman ""Papiergewicht""."
18,526,1,,,12,0.08610000000000001,10,2,0.08610000000000001,0,0,0.08610000000000001,"Wegen des Vaters, der ihm immer wieder als leuchtendes Vorbild vor Augen gestellt worden war, konnte der Junge keinen Killerinstinkt entwickeln, wird aber zum genauen Beobachter der gesellschaftlichen Hierarchien."
19,526,2,92,Burkhard Spinnen,12,-0.0007999999999999995,10,1,0.004,1,-0.0048,0.008799999999999999,"Burkhard Spinnen versuchte Autorensolidarität aufzubringen: ""Vielleicht ist es ein schlecht ausgewählter Ausschnitt"", vermutete er, ""Ich habe nichts gefunden, was die Darstellung der Kindheit veranlasst hat""."
20,526,3,83,Hardy Ruoss,18,0.004,17,1,0.004,0,0,0.004,"Hardy Ruoss meinte, es werde auf traditionelle Art erzählt, Bilder nur genannt, aber nicht dargestellt. Er hätte gerne den ""trojanischen Esel, den die Geschichte durchaus haben könnte"", nicht gefunden, und meinte, an der Geschichte müsse noch gearbeitet werden."
21,526,4,88,Robert Schindel,20,-0.39130000000000004,18,0,0,2,-0.39130000000000004,0.39130000000000004,"Technische Probleme des Textes ortete Robert Schindel. Es hake noch daran, die Erzählperspektive des Zehnjährigen wie in Zeitlupe zu bringen. Den Text zu straffen und zu verdichten - das würde diesem gut tun. ""Wenn Sie Idylle beschreiben wollen - das geht auf diese alte Art nicht mehr"", beschied er dem Autor."
22,526,5,79,Iris Radisch,30,0.10339999999999999,27,2,0.4636,1,-0.3602,0.8238000000000001,"Iris Radisch hatte gehofft: Bis zuletzt habe ich gehofft, dass der Autor das nicht ernst gemeint hat, dass es eine Parodie wäre. Ich befürchte aber, es ist eine Literatur aus der Jugendpsychotherapie"", so Radisch. Vielleicht sei es notwendig Idyllen zu entwerfen, meinte sie weiter, aber Kinder reden so nicht, das sei eine erwachsen Projektion. ""Ich weiß im Grunde überhaupt nicht , was sie gewollt haben"", wandte sie sich an de Autor, ""ich fasse es nicht, wie eine Autor heute so viele Stereotypen versammeln kann""."
23,526,6,90,Elisabeth Bronfen,27,0.012,24,3,0.012,0,0,0.012,"Elisabeth Bronfen meinte, der Text höre sich wie ein Kinderbuch an. Sie habe auch den Eindruck, der Text wäre unentschlossen. ""Da wäre wohl Ironie notwendig gewesen, damit man die Perspektive des Kindes packend, das Fragmentarische der Wahrnehmung interessiert gefunden hätte"", so Bronfen. Aber Ironie habe sie nicht gefunden. Sie fand, der Text sei ""extrem schematisch, führt aber nicht zu einem Punkt""."
24,526,7,87,Ulrike Längle,28,0.0032000000000000006,25,2,0.008,1,-0.0048,0.012799999999999999,"Ulrike Längle sah hingegen die Qualitäten des Textes genau dort, wo die Einwände der anderen Juroren lagen. ""Es wird eine latente Spannung zwischen Idylle und unterschwelliger Bedrohung aufgebaut, und der Aufbau der Spannung erfolgt in kleinen unauffälligen Details"", fand Längle. Sie sehe aber auch eine die Geschichte, die durchaus ""mit Komik den Blick auf das Deutschland der 60er und 70er Jahre freigibt""."
25,526,8,79,Iris Radisch,14,-0.02850000000000008,11,2,0.5023,1,-0.5308,1.0331000000000001,"""Ich habe es genossen von so bedeutenden Literaturkritikern verrissen zu werden, insbesondere die Kritik von Iris Radisch betrachte ich als Ritterschlag"", so Autor Stephan Reimertz in seinem Schlusswort."
26,527,0,,,18,0,18,0,0,0,0,0,"Der letzte Bewerbstag begann mit der Lesung der Deutschen Susanne Riedel. In ihrem Auszug aus dem Roman ""Knoten"" ging es um ein Telefonspiel im Fernsehen und die Beziehungen zwischen einer Moderatorin und einem dichtenden, Pilze sammelnden Kandidaten ."
27,527,1,83,Hardy Ruoss,25,0.8981,20,4,0.9029,1,-0.0048,0.9077000000000001,"Das war ein Moment, wo ich gemerkt habe, warum mir nach 20 Jahren noch immer an Literatur liegt, lobte Hardy Ruoss. ""Es war gleichzeitig Bewusstsein, Gefühl und zusätzlich ein Fixstern, der durchleuchtet wird. Das ist Literatur, das ist Lyrik, das ist absolut ein Musterbeispiel, was Literatur können muss und kann - ich bin sehr beeindruckt"", meinte er. Es sei auch ein Text über den produktiven Wahnsinn unseres Alltags."
28,527,2,90,Elisabeth Bronfen,33,0.3354,27,4,0.3859,2,-0.050499999999999996,0.4364,"Elisabeth Bronfen hat den Text vorgeschlagen , weil sie vom erstem Moment hingerissen war. Sie entdeckte eine neue Sprache, unglaublich gut gelöst fand sie auch die Verschränkung der beiden Figuren, die Annäherung auf der Folie der Absurdität einer Fernsehshow. ""Schön durchgeführt sind einerseits diese skurrilen Figuren, andererseits die tiefe Traurigkeit , die Verletzbarkeit"", fand Bronfen, und meinte auch, der Text sei nie selbstgefällig und manieriert."
29,527,3,91,Denis Scheck,36,-0.0007999999999999995,34,1,0.004,1,-0.0048,0.008799999999999999,"Denis Scheck sagte, er habe den intellektueller Raum, den dieser Text eröffnet hat, sehr gerne betreten. ""Beim zweiten und dritten Boden habe ich aber beim Lesen ein etwas seltsames Gefühl - das ist ein Text, der weder deutsch noch englisch ist - er schwebt irgendwo über dem Atlantik"". Da wären Kleinigkeiten drin, die das wie eine nicht geglückte Übersetzung wirken lassen, so Scheck. ""Der Trommelwirbel von anämischen Frauen liest sich, wie ein in Amerika oder Kanada angesiedelter Text"", meinte er abschließend."
30,527,4,88,Robert Schindel,10,0,10,0,0,0,0,0,"Schindel sah das Machwerk als einen ""Text über Totalität und Fragmentierung, eine Zukunft, auf die wir hinpaddeln, und der Text schreibt gegen die Fragmentierung an""."
31,527,5,92,Burkhard Spinnen,28,-0.1645,22,4,0.3569,2,-0.5214,0.8783,"""Ein sehr beeindruckender Text"", urteile Burkhard Spinnen. Er stelle sich ein großes Ziel vor, wie im Zeitalter der Allgemeinverblödung Existenz und Schicksal aussehen würden, schön verbunden, so wie ""im banalen Medienalltag zwei Schicksale zusammentreffen"". Im Gegensatz zum zeitgenössischen Ambiente handle es sich um sehr konventionelle Figuren. Wenn es Einschränkungen gibt, dann dort, wo den Figuren der Literaturfundus unterlegt ist""."
32,527,6,79|91,Iris Radisch|Denis Scheck,41,0.8378000000000003,35,2,1.0642,4,-0.2264,1.2906,"Iris Radisch fand, der Text sei eine ungeheuer beeindruckende, zehn Minuten dauernde Liebesgeschichte, die wunderbar gebaut sei. ""Ich bin allerdings dagegen, in der Manier der alten Herren einzelne Worte heraus zu klauben - das ist ein hoch poetischer Text, der nicht zerpflückt werden muss"". Zur Diskussion, ob der Text in Deutschland oder anderswo spiele, meinte sie, ""das ist mir Wurst"". Den wohl seltsamsten und absurdesten Einwand, den sie hier bisher in Klagenfurt gehört habe, beschied sie Denis Scheck. Denn ""wer will, dass alle Bilder die Realität abbilden, der hat nicht begriffen was Poesie ist""."
33,527,7,87,Ulrike Längle,33,-0.7425,26,2,0.008,5,-0.7505000000000001,0.7585000000000001,"Ulrike Längle zeigte sich fasziniert, für sie blieben die Figuren aber lange flach. Sie sah in der Verknüpfung der beiden Figuren mit der Unterfütterung durch literarische Quervreweise ein Problem. ""Dass Anne Sexten und T. S. Elliot herhalten müssen, um den Figuren einen Wert zu geben, das hat mich mit der Zeit gestört"", sagte Längle. Wo sie nicht einsteigen habe können, wäre die ""Gefühlswelt, die wie ein dunkler Kitsch wirkt"", da wäre vieles auf Plattitüden reduziert, sie könne da nicht respektvoll niederknien."
34,528,0,,,21,-1.6352000000000002,17,0,0,4,-1.6352000000000002,1.6352000000000002,"""Wellness"", der Text, den der Deutsche Georg M. Oswald eingereicht hatte, erzählt von einer smarten jungen Frau, die plötzlich ihre Arbeit als Managementassistentin verliert. Probleme mit dem Exmann und der Gedanke, arbeitslos zu sein, zerstören ihr Weltbild und ihr Selbstwertgefühl."
35,528,1,79,Iris Radisch,31,0.025699999999999973,29,1,0.2287,1,-0.203,0.4317,"Iris Radisch vermisste jede Gestaltung, sah Menschen, die hinter das Gitter von Markennamen gesperrt seien, einen Alltagsbegleittext, in einer Langsamkeit erzählt, die fast unliterarisch sei. Das ist eine Puppe des Sozialmarketing so Radisch, eine Figur, die an den Marken scheitert, das gehört zur Markenwelt. Der Text wolle uns zeigen, dass es Menschen gibt, die das moderne Marketing bis in ihre Seele fortführen, für eine Interpretation als politischer Text sei es das aber zu wenig kritisch."
36,528,2,90,Elisabeth Bronfen,13,0,13,0,0,0,0,0,"Für Elisabeth Bronfen wurde die Figur nicht plastisch, sie lasse einen kühl, sie wäre sehr klischiert, sie sei weder ironisch zu sehen, noch würde man Sympathien für die Figur entwickeln."
37,528,3,91,Denis Scheck,7,0.2287,6,1,0.2287,0,0,0.2287,"Denis Scheck las es als moderne Legende, als einen exemplarischer Lebenslauf ."
38,528,4,88,Robert Schindel,28,0.8916,23,3,0.9661,2,-0.0745,1.0406,"Robert Schindel hielt es für einen sehr systemkritischen Text, der aber nicht mit den klassenkämpferischen Parolen der 60er Jahre daherkomme, aber permanent aufdröselt, wie Leute an ihrer eigenen Wellness zugrunde gehen. Der Text zeige, wie uns Zeitgenossen nicht zu helfen uns sei. Wie es in Zeiten des Turbokapitalismus eine Gesundheit zum Tode gebe, das werde hervorragend in lakonischer fast klinischer Art geschildert wird."
39,528,5,83,Hardy Ruoss,18,-1.2988,15,0,0,3,-1.2988,1.2988,"Hardy Ruoss sah die Absicht des Textes, er vermisste aber schmerzlich die Ambivalenz der Figuren. Der Literarisierungsgrad sei ihm zu schwach, er als Leser würde diese Geschichte aber gerne in einer Illustrierten lesen, solche Stories finden sich in der Zeitung ."
40,528,6,92,Burkhard Spinnen,27,-0.4789,25,1,0.0081,1,-0.487,0.4951,"Für Burkhard Spinnen war der Text ein zeitgenössisches Gesellschaftsbild. Man begegne Figuren, die einverstanden sind mit ihrer Umwelt, die sie zu Opfer mache. Als Abstrich fügte er hinzu, dass er den Text für einen radikal verdichteten längeren Text halte, sehr schön seinen die längeren Passagen, wo versucht werde, Psychologisches unpsychologisch darzustellen ."
41,528,7,87,Ulrike Längle,32,0.115,31,1,0.115,0,0,0.115,"Ulrike Längle las eine Studie der Brüchigkeit von Lifesyle, eine Legende der glücklichen Beziehung. Es sei zu hoch gegriffen, wenn immer gleich die Rede von der Systemkritik sei. Da sei eine Figur, die gewissermaßen einem Erfolgszwang folgte, aber dass gleich das ganze kapitalistische System in Frage gestellt werde, das wäre zu groß, das passiere wohl eher mikroskopisch. Der Autor vertraue darauf, dass 1:1- Abbildungen literarisch wirken würden, aber wo bleibt der literarische Mehrwert, fragte sie. "
42,529,0,,,21,0,21,0,0,0,0,0,"Die in Uruquay lebende Deutsche Marina Kieninger stellte in ihrem Text ""Die Leidensblume von Natterheim"" die Metzgerstochter Emma vor, die sich seit sechs Jahrzehnten nur von Hostien ernährt, ab und zu Visionen hat und an der sich täglich, mit Ausnahme von Freitagen, die Wundmale Christi zeigen."
43,529,1,,,8,-0.0461,7,0,0,1,-0.0461,0.0461,Mit dem russischen Schauspieler Tschitschitsch erwächst Emma aber im Laufe der Zeit eine stigmatisierte Konkurrenz.
44,529,2,83|88|91,Hardy Ruoss|Robert Schindel|Denis Scheck,36,-0.9544,29,3,0.5387,4,-1.4931,2.0318,"Denis Scheck sprach von einem Wunder und meinte, der Text sei großartig gelungen, ein großes Spiel mit Religion und Wissenschaft, das Lust auf Literatur mache. Wir lesen Literatur, weil uns mit uns selber langweilig ist, hier dürfe man nichts wegnehmen und nichts hinzufügen und wenn man seine Hausaufgaben gemacht habe, könne man das rausholen, was da drin steckt, rügte er jene Juroren, die anderer Meinung waren. Er fürchtete gar, dass er zum falschen Kaffeeklatsch erschiene wäre, als Schindel und Ruoss widersprachen ."
45,529,3,90,Elisabeth Bronfen,26,0.7953999999999999,21,5,0.7953999999999999,0,0,0.7953999999999999,"Elisabeth Bronfen gefiel gut, wie aus der einen Figur die andere wurde, sie war unheimlich angetan vom Humor der beiden, wie sich das Spiel zwischen Wissenschaft und Glauben verknüpft, das habe etwas Witziges, so Bronfen. Der Text setze sich mit der Frage der Metaphysik auseinander und sei deshalb so zeitgenössisch, denn das sei ja eine unserer Hauptfragen: Sind wir wirklich da oder nur im Computer simuliert? Hier werde alles so spielerisch gestaltet und immer wieder neu zusammengesetzt."
46,529,4,79,Iris Radisch,33,0.16679999999999995,24,8,0.6976,1,-0.5308,1.2284000000000002,"Iris Radisch gefiel die Freiheit, wie hier Perspektiven gemischt wurden, wie aber jede gleichzeitig ernst genommen wird und dann wieder nicht, das habe etwas Dadaistisches, das sei religiöses Nonsenstheater, sei aber gleichzeitig auch wieder praktizierter Katholizismus. Sehr exakt, gleichzeitig frei und spielerisch gemacht. Auf die Kritik der anderen, erklärte sie dass Literatur kein Wärmeofen sei, sie freue sich über einen Text, der zeige, wie komisch und hintergründig Menschen sind - ein literarische Kasperletheater mit überraschenden, oft irrwitzige Bilder."
47,529,5,83,Hardy Ruoss,18,-0.008,16,1,0.004,1,-0.012,0.016,"Hardy Ruoss spürte keinen Herzschlag, die Sprache sei eine Art Kernspintomograph, aber sie lasse einen kalt. Er vermisse die Innengottursache, die Suche in der Literatur. Ihm wäre es lieber, wenn man ihm die Welt nicht so genau erkläre, dass ihm nichts mehr zu denken überbleibe."
48,529,6,88,Robert Schindel,45,0.19740000000000002,37,6,0.5364,2,-0.33899999999999997,0.8754,"Robert Schindel ging es ähnlich. Es wäre ein hoch manieristischer Text, der über die Spiel- und Versuchsanordnungen funktioniere, er sah aber auch eine sich steigernde Witzigkeit, die zu einem Nullsummenspiel führe, das habe mit Wundern und Offenbarungen nichts zu tun. Wie sich das Bayrische mit dem Russischen hier vermischen, das fände er überraschend und witzig, aber insgesamt würde der Text an Gestaltungsschwäche leiden.
Dorfgeschichte und Heimatliteratur
Ulrike Länge ordnete sich in der Partei der Skeptiker ein, der Perspektivenwechsel werde nicht durchgehalten, nicht schlecht gemacht, aber eigentlich etwas oberflächlich. Für sie gehöre der Text zum Genre der Dorfgeschichten und Heimatliteratur, dass man sich aber über die skurrilen Typen auf dem Dorf lustig mache, gefalle ihr nicht. "
49,530,0,,,18,0,18,0,0,0,0,0,"Der Deutsche Andreas Maier gab mit seinem Text ""Diagnosestunde"" Einblick in seinen Roman über Leben und Lebensphilosophie des gelehrsamen Kauzes Jacobi. Er seziert während seiner Herzuntersuchung durch Rückblenden auf seine Vergangenheit und die Geschichte die Trivialität."
50,530,1,83,Hardy Ruoss,29,1.0465,23,5,1.2279,1,-0.1814,1.4093,"Hardy Ruoss fand: ""das macht Spaß"", weil uns der Text überliste, das sei gut gelungen, hochstehend von der Sprache her, eine moderne Schweijkiade. Der herzhafte Mann mit Herzinsuffizienz hat ihn durch die direkte Rede nicht ganz überzeugt, da kippe es während des Erzählens doch zu häufig raus aus dem Indirekten, aber er sei sicher, der Autor, sollte er keinen Verlag, dann zumindest doch ein Krankenkassenamt für die Veröffentlichung gewinnen können."
51,530,2,79,Iris Radisch,38,0.7314,35,3,0.7314,0,0,0.7314,"Iris Radisch fragte, woher kennen wir diese Kohlhaasen, diese Rächen des kleinen Mannes am Katholizismus und am Nationalsozialismus? Der Text habe ein wunderbares Vorbild , das ist Thomas Manns bekanntes Figurenkabinett. Es sei nur in Teilen ein moralischer Text, der auch über das Vorbild Thomas Bernhard stellenweise hinausgehe. Ich habe mich amüsiert, das sei auch gelungen, weil Oldies und Evergreens gemischt werden, weil es ein bisschen mehr als Nemesis ist, meinte sie, aber junge Menschen müssen selber schreiben nicht Vorbildern nachschreiben."
52,530,3,92,Burkhard Spinnen,36,-0.9559,32,0,0,4,-0.9559,0.9559,"Burkhard Spinnen habe auch mit Mann und Bernhard im Hinterkopf den Text so gelesen , er habe das Gefühl gehabt, da jongliert jemand mit brennenden Keulen, man befürchtet mit angehaltenem Atem: da, jetzt fällt was. Es ist sehr, sehr schwierig, diese Figuren zu machen, die man immer an den Straßenecken hört und wo man sich denkt ""recht hat ja, aber eine Stunde im Lift mit dem , oh Gott..."" aber das sei gelungen. Durch den Konjunktiv bekomme der Text Luft, es gelinge dem Autor damit wunderba, eine Bühne für diese unmögliche Figur und ihre Suada zu bauen."
53,530,4,87,Ulrike Längle,25,-0.09980000000000003,21,3,0.3951,1,-0.4949,0.89,"Ulrike Längle gefiel der Text beim erstenmal Lesen besser, als dann beim Zuhören. Für sie blieb das Aufrollen einer Biografie hinter Thomas Bernhard zurück. Der Text sei, negativer gesagt, viel harmloser und menschenfreundlicher als die Bernhardschen Texte. Alles werde so hintereinander, so brav abgehandelt, aber trotzdem habe sie gelacht und fände es insgesamt intelligent."
54,530,5,91,Denis Scheck,35,0.373,34,1,0.373,0,0,0.373,"Wir würden uns ja blamieren , wenn wir uns nicht vor der sprachlichen Virtuosität des Textes verneigen, sagte Denis Scheck. Zu diskutieren wäre wohl das Epigonale, das scheine eine Klagenfurter Erscheinung zu sein. Es hilft nichts, das Rad ist schon erfunden, sagte Scheck und meinte, um das Gutsherrenhafte des Textes zu korrigieren, müsse man doch ein bisschen Gegenwart reinlassen - und wandte er sich an den Autor. Inhaltlich sei die Verbindung von Onanieren und Hitlerzeit gelungen, nur die Erzählperspektive mache den Text angreifbar."
55,530,6,88,Robert Schindel,28,0.37739999999999996,26,1,0.3822,1,-0.0048,0.387,"Robert Schindel war es ""Wurst"", ob es nach Bernhard klingt, wenn es darum gehe, ""da wären wir hier im Erkenntniskabinett der Germanisten und Sprachwissenschaftler"". Wenn wir meinen, es müsse jeder Autor seinen eigenen Ton haben, dann wäre das zu bekritteln, meinte er. Für ihn sei die Erkenntnis der Figur, die sagt, es habe sich nichts geändert, wichtig, die Art wie die Dinge zusammengebracht werden. Es sei ein Kabinettstück, wie deutsche Geschichte und ihre Verdrängungen verdichtet werden, sei gut gelungen."
56,530,7,90,Elisabeth Bronfen,21,1.0583,16,4,1.1014,1,-0.0431,1.1444999999999999,"Eilsabeth Bronfen war beeindruckt von der lustigen Art wie die deutsche Geschichte hier gezeigt wird, ihr gefiel auch der Ton, der durch die merkwürdigen Überspitzung entstehe. Interessant sei auch, dass das Subversive gleichzeitig ein Teil dessen sei , wogegen es sich richte. Die Frage , ob epigonal oder nicht, sei ihr nicht wichtig."
57,531,0,,,16,-0.3339,14,1,0.0116,1,-0.3455,0.3571,"Der Österreicher Martin Amanshauser trat in Klagenfurt mit der Erzählung ""El Examen"" , der Geschichte einer erfolglosen Studentin und ihrer Freunde, die versuchen, sich durch Manipulationen das Prüfungsglück zu erzwingen, an."
58,531,1,79,Iris Radisch,24,0.4401,22,1,0.4629,1,-0.0228,0.48569999999999997,"Iris Radisch fand den Text eine ganz hübsche Universitätsposse, sie las auch, nicht zuletzt wegen des Vortrags selbst, viel k&k Schlendrian heraus. Erzählt werde in sprachlicher Unangestrengtheit, um nicht zu sagen, Fadesse. Eine akademische Petitesse , die viel zu harmlos und langweilig geschrieben sei, mehr gebe es nicht zu sagen, so ihr Urteil."
59,531,2,91,Denis Scheck,25,-0.9583999999999999,20,1,0.2126,4,-1.171,1.3836,"Denis Scheck war beim Lesen der ersten drei Seiten beeindruckt gewesen, der Autor nehme sich viel vor, dann aber habe der Text Unbehagen ausgelöst, denn man merke, das werde eine Pointengeschichte. Diese sei aber missglückt, da hier fänden sich nur Klischees, da gäbe es keine Entwicklungen. Er glaube, so dürfe ein Schriftsteller mit der Welt nicht umgehen, setzt er streng hinzu."
60,531,3,87,Ulrike Längle,12,-0.32030000000000003,9,0,0,3,-0.32030000000000003,0.32030000000000003,"Ulrike Längle sah nur eine ungeheuer doofe Tussi dargestellt, ihr war die Figur zu blöd, um das goutieren zu können, ein paar Formulierungen seine allerdings gut gelungen."
