author_id,first_name,middle_name,last_name,birth_place,birth_date,gender,has_wikipedia,website,literaturinstitut,has_phd
54,Dorothea,,Macheiner,,1943-03-21,female,True,,,
55,Martin,,Luksan,,1947-07-01,male,True,,,
56,Klaus,,Konjetzky,,1943-05-02,male,True,,,
57,Paul,,Kersten,,1943-06-23,male,True,,,
58,Diana,,Kempff,,1945-06-11,female,True,,,
59,Hanna,,Johansen,,1939-06-17,female,True,,,
60,Katrine,von,Hutten,,1944-05-03,female,True,,,
61,Karl,Günther,Hufnagel,,1928-07-21,male,True,,,
62,Heribert,,Hopf,,1936-02-14,male,True,,,
63,Gert,,Hofmann,,1931-01-29,male,True,,,
64,Lukas,,Hartmann,,1944-08-29,male,True,,,
65,Marianne,,Gruber,,1944-06-04,female,True,,,
66,Markus,,Fenner,,,male,False,,,
67,Maria,,Felsenreich,,,female,False,,,
68,Gunter,,Falk,,1942-10-26,male,True,,,
69,Ernst-Jürgen,,Dreyer,,1934-08-20,male,True,,,
70,Helmut,,Degner,,1929-03-24,male,True,,,
71,Jan,,Christ,,1934-06-28,male,True,,,
72,Franz,,Böni,,1952-06-17,male,True,,,
73,Jurek,,Becker,,1937-01-30,male,True,,,
74,Peter,,Roos,,1950-06-30,male,True,,,
75,Martin,Roda,Becher,,1944-10-21,male,True,,,
76,Renate,,Rasp,,1935-01-03,female,True,,,
77,Ingrid,,Puganigg,,1947-07-01,female,True,,,
78,Edwin,,Ortmann,,1941-03-05,male,True,,,
79,Sten,,Nadolny,,1942-07-29,male,True,,,
80,Klaus,,Merz,,1945-10-03,male,True,,,
81,Jürgen,,Lodemann,,1936-03-28,male,True,,,
82,Brigitte,,Kronauer,,1940-12-29,female,True,,,
83,Bodo,,Kirchhoff,,1948-07-06,male,True,,,
84,Anna,,Jonas,,1944-06-08,female,True,,,
85,Margarete,,Jehn,,1935-02-27,female,True,,,
86,Martin,,Grzimek,,1950-04-08,male,True,,,
87,Henning,,Grunwald,,1942-01-09,male,True,,,
88,Anton,,Fuchs,,1920-01-29,male,True,,,
89,Waltraud,,Friz,,,female,False,,,
90,Roderich,,Feldes,,1946-12-21,male,True,,,
91,Hans,,Drawe,,1942-07-01,male,True,,,
92,Margrit,von,Dach,,1946-06-24,female,True,,,
93,Hans,Christoph,Buch,,1944-04-13,male,True,,,
94,Margrit,,Baur,,1937-10-09,female,True,,,
95,Elisabeth,,Albertsen,,1939-09-15,female,True,,,
96,Ursula,,Adam,,1922-11-13,female,True,,,
97,Maja,,Beutler,,1936-12-08,female,True,,,
98,Christoph,,Kubelka,,,male,False,,,
99,Elisabeth,,Meylan,,1937-06-14,female,True,,,
100,Thomas,,Hürlimann,,1950-12-21,male,True,,,
101,Frank-Wolf,,Matthies,,1951-10-04,male,True,,,
102,Anton,,Dekan,,1948-12-18,male,True,,,
103,Adelheid,,Duvanel,,1936-04-23,female,True,,,
104,Klaus,,Hoffer,,1942-12-27,male,True,,,
105,Joseph,,Zoderer,,1935-11-25,male,True,,,
106,Gisela,,Zies,,1939-06-13,female,True,,,
107,Pierre,,Imhasly,,1939-11-14,male,True,,,
108,Andreas,,Nohl,,1954-08-26,male,True,,,
109,Eva,,Demski,,,female,True,,,
110,Christoph,,Burgauner,,1944-05-12,male,False,,,
111,Margrit,,Schriber,,1939-06-04,female,True,,,
112,Dominik,,Brun,,1948-08-21,male,True,,,
113,Urs,,Jaeggi,,1931-06-23,male,True,,,
114,Günter,,Hein,,,male,False,,,
115,Franz,,Mechsner,,1953-10-22,male,True,,,
116,Elfriede,,Czurda,,1946-04-25,female,True,,,
117,Ilma,,Rakusa,,1946-01-02,female,True,,,
118,Ulrich,,Schacht,,1951-03-09,male,True,,,
119,Rolf,,Niederhauser,,1951-10-25,male,True,,,
120,Michael,,Rößner,,,male,False,,,
121,Zbigniew,,Krempf,,,male,False,,,
122,Pascal,,Morché,,,male,False,,,
123,Guntram,,Vesper,,1941-05-28,male,True,,,
124,Emil,,Zopfi,,1943-01-04,male,True,,,
125,Matthias,,Zschokke,,1954-10-29,male,True,,,
126,Michael,,Zeller,,1944-10-29,male,True,,,
127,Irina,,Zaharescu,,,female,False,,,
128,Uwe,,Wolff,,,male,False,,,
129,Johanna,,Walser,,1957-04-03,female,True,,,
130,Walter,,Vogl,,1958-12-26,male,True,,,
131,Lothar,,Schöne,,1949-07-16,male,True,,,
132,Erasmus,,Schöfer,,1931-06-04,male,True,,,
133,Einar,,Schleef,,1944-01-17,male,True,,,
134,Gerald,,Szyszkowitz,,1938-07-22,male,True,,,
135,Udo,,Rabsch,,1944-07-01,male,True,,,
136,Jochen,,Link,,1943-05-09,male,True,,,
137,Friedrich,Wilhelm,Korff,,1939-12-29,male,True,,,
138,Walter,,Klier,,1955-07-05,male,True,,,
139,Roswitha,,Hamadani,,1944-08-07,female,True,,,
140,Brigitte,,Gutenbrunner,,,female,False,,,
141,Alfred,,Gulden,,1944-01-25,male,True,,,
142,Robert,,Gratzer,,1948-07-09,male,True,,,
143,Wolfgang,Georg,Fischer,,1933-10-24,male,True,,,
144,Ulla,,Berkéwicz,,1948-11-05,female,True,,,
145,Birgitta,,Arens,,1948-11-16,female,True,,,
146,Jürg,,Amann,,1947-07-02,male,True,,,
147,Eva,Maria,Alves,,,female,False,,,
148,Andrea,,Wolfmayr,,1953-07-16,female,True,,,
149,Michael,,Schneider,,1943-04-04,male,True,,,
150,Friederike,,Roth,,1948-04-06,female,True,,,
151,Uwe,,Herms,,1937-09-09,male,True,,,
152,Karin,,Reschke,,1940-09-17,female,True,,,
153,Bettina,,Blumenberg,,1947-12-17,female,True,,,
154,Gudrun,,Brug,,1949-06-10,female,True,,,
155,Jochen,,Missfeldt,,1941-01-26,male,True,,,
156,Bodo,,Morshäuser,,1953-02-28,male,True,,,
157,Alban,Nikolai,Herbst,,1955-02-07,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
158,Zsuzsanna,,Gahse,,1946-06-27,female,True,,,
159,Rainald,,Goetz,,1954-05-24,male,True,,,
160,Wolfgang,,Held,,1933-08-15,male,True,,,
161,Gerhard,,Köpf,,1948-09-19,male,True,,,
162,Roland,,Lang,,1942-04-02,male,True,,,
163,Romie,,Lie,,1954-06-07,female,True,,,
164,Lisa,,Witasek,,1956-03-08,female,True,,,
165,Birgit,,Pausch,,1942-02-07,female,True,,,
166,Hansjörg,,Schertenleib,,1957-11-04,male,True,,,
167,Martin,,Mosebach,,1951-07-31,male,True,,,
168,Wolfgang,,Linder,,1961-08-07,male,True,,,
169,Libuše,,Moníková,,1945-08-30,female,True,,,
170,Martin,R.,Dean,,1955-07-17,male,True,,,
171,Frank,,Werner,,1944-05-07,male,True,,,
172,Monika,,Helfer-Friedrich,,1947-10-18,female,True,,,
173,Erich,,Loest,,1926-02-24,male,True,,,
174,Gabrielle,,Weigand,,,female,False,,,
175,Peter,,Weibel,,,male,False,,,
176,Keto,von,Waberer,,1942-02-24,female,True,,,
177,Ralf,,Thenior,,1945-06-04,male,True,,,
178,Thomas,,Strittmatter,,1961-12-18,male,True,,,
179,Harald,,Strätz,,1951-07-17,male,True,,,
180,Beat,,Sterchi,,1949-12-12,male,True,,,
181,Kristin,T.,Schnider,,1960-07-01,female,True,,,
182,Eva,,Schmidt,,1952-05-17,female,True,,,
183,Evelyn,,Schlag,,1952-12-22,female,True,,,
184,Ernst,Alexander,Rauter,,1929-04-27,male,True,,,
185,Erica,,Pedretti,,1930-02-25,female,True,,,
186,Helen,,Meier,,1929-04-17,female,True,,,
187,Norbert,,Loacker,,1939-07-22,male,True,,,
188,Hans-Jürgen,,Kühn,,,male,False,,,
189,Jörg,,Krichbaum,,1945-11-02,male,True,,,
190,Marcel,,Konrad,,1954-05-06,male,True,,,
191,Michael,,Köhlmeier,,1949-10-15,male,True,,,
192,Wolfgang,,Hegewald,,1952-03-26,male,True,,,
193,Josef,,Haslinger,,1955-07-05,male,True,,,
194,Jörg,,Fauser,,1944-07-16,male,True,,,
195,Wolf-Dieter,,Eigner,,1952-10-17,male,True,,,
196,Gerd-Peter,,Eigner,,1942-04-21,male,True,,,
197,Jochen,,Beyse,,1949-10-15,male,True,,,
198,Ginka,,Steinwachs,,1942-10-31,female,True,,,
199,Angelika,,Stark,,,female,False,,,
200,Heinz,,Stalder,,1939-07-01,male,True,,,
201,Joachim,,Scholz,,1924-10-21,male,True,,,
202,Hartmut,,Riederer,,1942-07-11,male,True,,,
203,Elena,,Richterich,,,female,False,,,
204,Oskar,von,Reuth,,,male,False,,,
205,Linda,,Pfeiffer,,1948-05-25,female,True,,,
206,Waltraud,Anna,Mitgutsch,,1948-10-02,female,True,,,
207,Hans,,Meyer-Hörstgen,,1948-07-01,male,True,,,
208,Birgit,,Kempker,,1956-05-28,female,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
209,Margrit,,Irgang,,1948-01-08,female,True,,,
210,Gert,,Heidenreich,,1944-03-30,male,True,,,
211,Elfi,,Hartenstein,,1946-08-18,female,True,,,
212,Peter,,Grosz,,1947-09-18,male,True,,,
213,Günther,,Freitag,,1952-02-29,male,True,,,
214,Dante,Andrea,Franzetti,,1959-12-21,male,True,,,
215,Lilian,,Faschinger,,1950-04-29,female,True,,,
216,Josef,,Einwanger,,1935-02-08,male,True,,,
217,Fritz,H.,Dinkelmann,,1950-02-14,male,True,,,
218,Assen,,Asenov,,,male,False,,,
219,Nora,,Schmitt,,1924-10-11,female,True,,,
220,Andreas,,Reiter,,,male,False,,,
221,Arnulf,,Ploder,,1955-07-01,male,True,,,
222,Anita,,Pichler,,1948-01-28,female,True,,,
223,Jost,,Nickel,,1958-03-11,male,True,,,
224,Henrike,,Leonhardt,,1943-12-07,female,True,,,
225,Katja,,Lange-Müller,,1951-02-13,female,True,,,
226,Friederike,,Kretzen,,1956-07-20,female,True,,,
227,Bettina,,Klix,,1961-03-27,female,True,,,
228,Wolfgang,,Hermann,,1961-09-27,male,True,,,
229,Lukas,,Hammerstein,,1958-05-04,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
230,Daniel,,Grolle,,1963-01-15,male,True,,,
231,Evelyn,,Grill,,1942-01-15,female,True,,,
232,Armin,,Gatterer,,1959-05-09,male,True,,,
233,Gerhard,,Falkner,,1951-03-15,male,True,,,
234,Daniela,,Castner,,1948-05-16,female,True,,,
235,Christiane,,Binder-Gasper,,1935-04-12,female,True,,,
236,Thorsten,,Becker,,1958-09-04,male,True,,,
237,Joseph,von,Westphalen,,1945-06-26,male,True,,,
238,Martin,,Stephan,,1945-08-10,male,True,,,
239,Manfred,,Seiler,,1952-07-01,male,True,,,
240,Maria,,Seidemann,,1944-10-16,female,True,,,
241,Uwe,,Saeger,,1948-01-03,male,True,,,
242,Linde,,Rotta,,1937-07-02,female,True,,,
243,Manfred,,Maurer,,1958-11-08,male,True,,,
244,Irina,,Liebmann,,1943-07-23,female,True,,,
245,Anna,,Langhoff,,1965-05-30,female,True,,,
246,Barbara,,Honigmann,,1949-02-12,female,True,,,
247,Paulus,,Hochgatterer,,1961-07-16,male,True,,,
248,Jutta,,Heinrich,,1940-04-04,female,True,,,
249,Friedrich,,Hahn,,1952-05-03,male,True,,,
250,Claudia,,Guderian,,1952-03-04,female,True,,,
251,Werner,,Fritsch,,1960-05-04,male,True,,,
252,Claudia,,Erdheim,,1945-10-06,female,True,,,
253,Urs,,Allemann,,1948-04-01,male,True,,,
254,Ursula,,Adam-Kabas,,1950-06-27,female,True,,,
255,Michael,,Wildenhain,,1958-09-20,male,True,,,
256,Hans-Eckardt,,Wenzel,,1955-07-31,male,True,,,
257,Brigitte,,Struzyk,,1946-04-02,female,True,,,
258,Flavio,,Steimann,,1945-12-13,male,True,,,
259,Elisabeth,,Reichart,,1953-11-19,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
260,Angela,,Praesent,,1945-03-29,female,True,,,
261,Andreas,,Neumeister,,1959-09-16,male,True,,,
262,Klaus,,Modick,,1951-05-03,male,True,,,
263,Jochen,,Langer,,1953-11-14,male,True,,,
264,Angela,,Krauß,,1950-05-02,female,True,,,
265,Christoph,,Keller,,1963-12-22,male,True,,,
266,Alios,,Haider,,,male,False,,,
267,Peter,,Haffner,,1953-01-29,male,True,,,
268,Anselm,,Glück,,1950-01-28,male,True,,,
269,Bernhard,,Gierds,,,male,False,,,
270,Hartmut,,Geerken,,1939-01-15,male,True,,,
271,Günter,,Franzen,,1947-01-17,male,True,,,
272,Wolfgang,de,Bruyn,,1951-07-01,male,True,,,
273,Rudolf,,Brun,,,male,False,,,
274,Sylvia,,Brandis,,1959-07-01,female,True,,,
275,Natascha,,Wodin,,1945-12-08,female,True,,,
276,Bruno,,Steiger,,1946-06-03,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
277,Split,,,,,male,False,,,
278,Alois,,Schöpf,,1950-10-05,male,True,,,
279,Bernd,,Schirmer,,1940-02-23,male,True,,,
280,Gernot,,Ragger,,1959-10-26,male,True,,,
281,Sabine,,Peters,,1961-01-17,female,True,,,
282,Franz,,Meisl,,,male,False,,,
283,Peter,,Kurzeck,,1943-06-10,male,True,,,
284,Angelika,,Klüssendorf,,1958-10-26,female,True,,,
285,Gabi,,Kachold,,,female,False,,,
286,Wolfgang,,Hilbig,,1941-08-31,male,True,,,
287,Thomas,,Hettche,,1964-11-30,male,True,,,
288,Kerstin,,Hensel,,1961-05-29,female,True,,,
289,Eberhard,,Häfner,,1941-10-24,male,True,,,
290,Norbert,,Gstrein,,1961-06-03,male,True,,,
291,Martin,,Ahrends,,1951-03-20,male,True,,,
292,Birgit,,Vanderbeke,,1956-08-08,female,True,,,
293,Stefan,,Tomas,,1943-02-12,male,True,,,
294,Alain,Claude,Sulzer,,1953-02-17,male,True,,,
295,W.,G.,Sebald,,1944-05-18,male,True,,,
296,Margit,,Schreiner,,1953-12-22,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
297,Susanne,,Röckel,,1953-06-14,female,True,,,
298,Berndt,,Rieger,,1962-09-09,male,True,,,
299,Christa,,Moog,,1952-01-30,female,True,,,
300,Andreas,,Montag,,1956-03-04,male,True,,,
301,Erich,,Möchel,,1957-08-28,male,True,,,
302,Cornelia,,Manikowsky,,1961-12-03,female,True,,,
303,Fritz-Jochen,,Kopka,,1944-04-14,male,True,,,
304,Reinhard,,Jirgl,,1953-01-16,male,True,,,
305,Franz,,Hodjak,,1944-09-27,male,True,,,
306,Ingeborg,,Harms,,1956-09-15,female,True,,,
307,Eleonore,,Frey,,1939-10-18,female,True,,,
308,Hubert,Konrad,Frank,,1939-09-12,male,True,,,
309,Ludwig,Roman,Fleischer,,1952-09-17,male,True,,,
310,Georg,,Bydlinski,,1956-05-30,male,True,,,
311,Christoph,,Buggert,,1937-06-17,male,True,,,
312,Pieke,,Biermann,,1950-03-22,female,True,,,
313,Peter,,Wawerzinek,,1954-09-28,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2302/index.html,,
314,Ludger,,Schwarte,,1967-12-29,male,True,,,
315,SAID,,,,1947-05-27,male,True,,,
316,Theres,,Roth-Hunkeler,,1953-10-11,female,True,,,
317,Matthias,,Politycki,,1955-05-20,male,True,,,
318,Emine,Sevgi,Özdamar,,1946-08-10,female,True,,,
319,Wolfgang,,Mörth,,1958-08-29,male,True,,,
320,Francesco,,Micieli,,1956-02-21,male,True,,,
321,Fritz,Hendrick,Melle,,1960-10-07,male,True,,,
322,Ulrike,,Längle,,1953-02-04,male,True,,,
323,Sabine,,Küchler,,1965-05-15,female,True,,,
324,Judith,,Kuckart,,1959-06-17,female,True,,,
325,Roland,,Koch,,1959-11-02,male,True,,,
326,Durs,,Grünbein,,1962-10-09,male,True,,,
327,Walter,,Gnelli,,,male,False,,,
328,Hella,,Eckert,,1948-01-17,female,True,,,
329,Michael,,Eberth,,1943-02-02,male,True,,,
330,Marcel,,Beyer,,1965-11-23,male,True,,,
331,Gabrielle,,Alioth,,1955-04-21,female,True,,,
332,Kurt,,Aebli,,1955-10-20,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
333,Alissa,,Walser,,1961-01-24,female,True,,,
334,Burkhard,,Spinnen,,1956-12-28,male,True,,,
335,Sabine,,Scholl,,1959-03-28,female,True,,,
336,Ulrich,,Peltzer,,1956-12-09,male,True,,,
337,Roger,,Lille,,1956-08-17,male,True,,,
338,Fritz,,Krenn,,1958-01-28,male,True,,,
339,Jan,,Koneffke,,1960-11-19,male,True,,,
340,Christoph,,Janacs,,1955-10-04,male,True,,,
341,Alois,,Hotschnig,,1959-10-03,male,True,,,
342,Ulrich,,Holbein,,1953-01-24,male,True,,,
343,Wolfgang,,Herrmann,,1961-09-27,male,True,,,
344,Christa,,Hein,,1955-08-25,female,True,,,
345,Lioba,,Happel,,1957-02-07,female,True,,,
346,Manfred,,Flügge,,1946-03-03,male,True,,,
347,Bianca,,Döring,,1957-07-01,female,True,,,
348,Nobert,,Bleisch,,,male,False,,,
349,Friedrich,,Ani,,1959-01-07,male,True,,,
350,Christina,,Viragh,,1953-01-23,female,True,,,
351,Hans-Ulrich,,Treichel,,1952-08-12,male,True,,,
352,Wilfried,,Steiner,,1960-12-18,male,True,,,
353,Benjamin,,Stein,,1970-06-06,male,True,,,
354,Dirk,von,Petersdorff,,1966-03-16,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110802/index.html,,
355,Thomas,,Lehr,,1957-11-22,male,True,,,
356,Ludwig,,Laher,,1955-12-11,male,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
357,Helmut,,Krausser,,1964-07-11,male,True,,,
358,Gabriele,,Kögl,,1960-04-16,female,True,,,
359,Michael,,Kleeberg,,1959-08-24,male,True,,,
360,Sandra,,Kellein,,1958-07-01,female,True,,,
361,Reinhard,,Kaiser,,1950-03-07,male,True,,,
362,Rudolf,,Habringer,,1960-09-13,male,True,,,
363,Christina,,Günther,,1962-07-01,female,True,,,
364,Sabine,,Gruber,,1963-08-06,female,True,,,
365,Susanne,,Geiger,,1964-08-13,female,True,,,
366,Kurt,,Drawert,,1956-03-15,male,True,,,
367,Jan,Peter,Bremer,,1965-02-16,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
368,Dirk,,Brauns,,1968-07-01,male,True,,,
369,Matthias,,Altenburg,,1958-07-01,male,True,,,
370,Andrea,,Worek,,,female,False,,,
371,Bernd,,Wagner,,1948-05-30,male,True,,,
372,Andrea,,Simmen,,1960-12-15,female,True,,,
373,Ruth,,Schweikert,,1965-07-15,female,True,,,
374,Frank,,Schulz,,1957-02-14,male,True,,,
375,Raoul,,Schrott,,1964-01-17,male,True,,,
376,Kathrin,,Röggla,,1971-06-14,female,True,,,
377,Georg,,Ringsgwandl,,1948-11-15,male,True,,,
378,Katharina,,Riese,,1946-05-04,female,True,,,
379,Urs,,Richle,,1965-06-24,male,True,,,
380,Doron,,Rabinovici,,1961-12-02,male,True,,,
381,Heidi,von,Plato,,1954-07-01,female,True,,,
382,Sibylle,,Mulot,,1950-05-03,female,True,,,
383,Stefanie,,Menzinger,,1965-03-24,female,True,,,
384,Dagmar,,Leupold,,1955-10-23,female,True,,,
385,Karina,,Kranhold,,,female,False,,,
386,Bernd,,Cailloux,,1945-07-09,male,True,,,
387,Hans,Ulrich,Bänziger,,1938-10-30,male,True,,,
388,Monika,,Wogrolly,,1967-08-11,female,True,,,
389,Wolfgang,,Wenger,,1962-11-18,male,True,,,
390,Ilija,,Trojanow,,1965-08-23,male,True,,,
391,Marion,,Titze,,1953-04-23,female,True,,,
392,Ingo,,Schulze,,1962-12-15,male,True,,,
393,Georg,,Pichler,,1959-07-30,male,True,,,
394,Georg,Martin,Oswald,,1963-08-05,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
395,Petra,,Morsbach,,1956-06-01,female,True,,,
396,Perikles,,Monioudis,,1966-09-08,male,True,,,
397,Mariella,,Mehr,,1947-12-27,female,True,,,
398,Ulrike,,Kolb,,1942-07-14,female,True,,,
399,Radek,,Knapp,,1964-08-03,male,True,,,
400,Volker,,Kaminski,,1958-07-14,male,True,,,
401,Joachim,,Helfer,,1964-08-26,male,True,,,
402,Klaus,,Händl,,1969-09-17,male,True,,,
403,Franzobel,,,,1967-03-01,male,True,,,
404,Gundi,,Feyrer,,1956-04-19,female,True,,,
405,Enrico,,Danieli,,1952-09-02,male,True,,,
406,Hanspeter,,Bundi,,1953-01-30,male,True,,,
407,Hansjörg,,Zauner,,1959-12-02,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
408,Sissi,,Tax,,1954-09-19,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
409,Yoko,,Tawada,,1960-03-23,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
410,Ingo,,Schramm,,1962-10-25,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
411,Sonja,,Ruf,,1967-04-10,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
412,Sonja,,Röder,,1964-11-30,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
413,Richard,,Obermayr,,1970-08-22,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
414,Alex,,Muggler,,,male,False,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
415,Lydia,,Mischkulnig,,1963-08-02,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
416,Herbert,,Maurer,,1965-05-12,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
417,Andreas,,Mand,,1959-12-14,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
418,Johannes,,Jansen,,1966-01-06,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
419,Felicitas,,Hoppe,,1960-12-22,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
420,Peter,,Henning,,1959-07-01,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
421,Heiko,Michael,Hartmann,,1957-07-01,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
422,Arno,,Geiger,,1968-07-22,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11098/index.html,,
423,Adelheid,,Dahimène,,1956-06-02,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
424,Jürg,,Beeler,,1957-06-09,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1996/autoren_1996.htm,,
425,Ulrich,,Zieger,,1961-12-29,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
426,Thorsten,,Tornow,,1963-07-01,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
427,Peter,P.,Schwaiger,,1968-02-04,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
428,Wolfgang,,Schlüter,,1948-12-11,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
429,Norbert,,Niemann,,1961-05-20,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
430,Thomas,,Meinecke,,1955-08-25,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
431,Gila,,Lustiger,,1963-04-27,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
432,Tim,,Krohn,,1965-02-09,male,True,https://bachmannpreis.orf.at/stories/2709017/,,
433,Steffen,,Kopetzky,,1971-01-26,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
434,Zoë,,Jenny,,1974-03-16,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
435,Bettina,,Galvagni,,1976-03-26,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
436,Leopold,,Federmair,,1957-08-25,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/3824/index.html,,
